Line,shift,Code,IO parts,NIO parts,Material,Speed,Profile,start date,start time,end date,end time,start datetime,end datetime,total produced,error rate,time span,production speed [PC / min]
104,early,4026,9050,773,YL,20m,69.xxx,26/07/2022,05:55:00,26/07/2022,13:37:00,2022-07-26 05:55:00,2022-07-26 13:37:00,9823,0.07869286368726458,462.0,21.261904761904763
104,early,4027,260,5410,YL,20m,78.xxx,09/08/2022,08:25:00,09/08/2022,13:38:00,2022-08-09 08:25:00,2022-08-09 13:38:00,5670,0.9541446208112875,313.0,18.115015974440894
104,early,4026,19,262,YL,20m,69.xxx,09/08/2022,13:38:00,09/08/2022,13:55:00,2022-08-09 13:38:00,2022-08-09 13:55:00,281,0.9323843416370107,17.0,16.529411764705884
104,late,4026,8726,1108,YL,20m,69.xxx,09/08/2022,13:55:00,09/08/2022,21:55:00,2022-08-09 13:55:00,2022-08-09 21:55:00,9834,0.11267032743542811,480.0,20.4875
104,night,4026,3641,2291,YL,20m,69.xxx,09/08/2022,21:55:00,10/08/2022,05:55:00,2022-08-09 21:55:00,2022-08-10 05:55:00,5932,0.38621038435603505,480.0,12.358333333333333
104,early,4026,0,1503,YL,20m,69.xxx,10/08/2022,05:55:00,10/08/2022,08:17:00,2022-08-10 05:55:00,2022-08-10 08:17:00,1503,1.0,142.0,10.584507042253522
104,early,4027,1901,4153,YL,20m,78.xxx,10/08/2022,08:17:00,10/08/2022,13:55:00,2022-08-10 08:17:00,2022-08-10 13:55:00,6054,0.685992732077965,338.0,17.911242603550296
104,late,4027,4339,839,YL,20m,78.xxx,10/08/2022,13:55:00,10/08/2022,17:48:00,2022-08-10 13:55:00,2022-08-10 17:48:00,5178,0.16203167246040942,233.0,22.223175965665234
104,early,4027,8002,2233,YL,20m,78.xxx,31/08/2022,05:55:00,31/08/2022,13:55:00,2022-08-31 05:55:00,2022-08-31 13:55:00,10235,0.21817293600390816,480.0,21.322916666666668
104,late,4027,9263,639,YL,20m,78.xxx,31/08/2022,13:55:00,31/08/2022,21:55:00,2022-08-31 13:55:00,2022-08-31 21:55:00,9902,0.06453241769339528,480.0,20.629166666666666
104,night,4027,6521,293,YL,20m,78.xxx,31/08/2022,21:55:00,01/09/2022,03:14:00,2022-08-31 21:55:00,2022-09-01 03:14:00,6814,0.04299970648664514,319.0,21.36050156739812
104,early,4026,4213,1071,YL,20m,69.xxx,07/09/2022,07:26:00,07/09/2022,13:55:00,2022-09-07 07:26:00,2022-09-07 13:55:00,5284,0.2026873580620742,389.0,13.583547557840618
104,late,4026,9006,946,YL,20m,69.xxx,07/09/2022,13:55:00,07/09/2022,21:55:00,2022-09-07 13:55:00,2022-09-07 21:55:00,9952,0.09505627009646302,480.0,20.733333333333334
104,night,4026,8731,1295,YL,20m,69.xxx,07/09/2022,21:55:00,08/09/2022,05:55:00,2022-09-07 21:55:00,2022-09-08 05:55:00,10026,0.1291641731498105,480.0,20.8875
104,early,4026,966,220,YL,20m,69.xxx,08/09/2022,05:55:00,08/09/2022,06:50:00,2022-09-08 05:55:00,2022-09-08 06:50:00,1186,0.18549747048903878,55.0,21.563636363636363
104,early,4027,5878,1333,YL,20m,78.xxx,08/09/2022,06:50:00,08/09/2022,12:55:00,2022-09-08 06:50:00,2022-09-08 12:55:00,7211,0.1848564692830398,365.0,19.756164383561643
104,late,4027,4509,3858,YL,20m,78.xxx,10/10/2022,13:55:00,10/10/2022,21:55:00,2022-10-10 13:55:00,2022-10-10 21:55:00,8367,0.46109716744352813,480.0,17.43125
104,night,4027,1120,779,YL,20m,78.xxx,10/10/2022,21:55:00,10/10/2022,23:25:00,2022-10-10 21:55:00,2022-10-10 23:25:00,1899,0.41021590310689837,90.0,21.1
104,night,4026,5407,2580,YL,20m,69.xxx,10/10/2022,23:25:00,11/10/2022,05:55:00,2022-10-10 23:25:00,2022-10-11 05:55:00,7987,0.3230249154876675,390.0,20.47948717948718
104,early,4026,8823,1139,YL,20m,69.xxx,11/10/2022,05:55:00,11/10/2022,13:55:00,2022-10-11 05:55:00,2022-10-11 13:55:00,9962,0.11433447098976109,480.0,20.754166666666666
104,late,4026,7576,2177,YL,20m,69.xxx,11/10/2022,13:55:00,11/10/2022,21:55:00,2022-10-11 13:55:00,2022-10-11 21:55:00,9753,0.2232133702450528,480.0,20.31875
104,night,4026,7982,2055,YL,20m,69.xxx,11/10/2022,21:55:00,12/10/2022,05:55:00,2022-10-11 21:55:00,2022-10-12 05:55:00,10037,0.20474245292418053,480.0,20.910416666666666
104,early,4026,8475,1180,YL,20m,69.xxx,12/10/2022,05:55:00,12/10/2022,13:35:00,2022-10-12 05:55:00,2022-10-12 13:35:00,9655,0.12221646815121699,460.0,20.98913043478261
104,early,4027,0,72,YL,20m,78.xxx,12/10/2022,13:35:00,12/10/2022,13:55:00,2022-10-12 13:35:00,2022-10-12 13:55:00,72,1.0,20.0,3.6
